KOTA/KABUPATEN;KECAMATAN;REG;ESTIMASI REG;OKE;ESTIMASI OKE;YES;ESTIMASI YES;ORIGIN
Sumenep;Kalianget;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Tulungagung;Kalidawir;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Lamongan;Kalitengah;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Bangkalan;Kamal;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Trenggalek;Kampak;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Sumenep;Kangean;65000;+ 10 Hari;-;-;-;-;YOGYAKARTA
Trenggalek;Karangan;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Lamongan;Karangbinangun;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Lamongan;Karanggeneng;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Surabaya;Karangpilang;21000;2 - 3 Hari;18000;4 - 5 Hari;39000;-;YOGYAKARTA
Tulungagung;Karangrejo;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Tulungagung;Kauman;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Gresik;Kebomas;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Gresik;Kedamean;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Sampang;KEDUNDUNG;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Lamongan;Kedungpring;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Tulungagung;Kedungwaru;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Lamongan;Kembangbahu;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Tuban;Kenduruan;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Surabaya;Kenjeran;21000;2 - 3 Hari;18000;4 - 5 Hari;39000;-;YOGYAKARTA
Tuban;Kerek;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Nganjuk;Kertosono;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Jombang;Kesamben;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Sampang;Ketapang;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Bangkalan;Klampis;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Bangkalan;Kokop;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Bangkalan;Konang;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Surabaya;Krembangan;21000;2 - 3 Hari;18000;4 - 5 Hari;39000;-;YOGYAKARTA
SidoarjoSUB;Krembung;21000;2 - 3 Hari;18000;4 - 5 Hari;-;-;YOGYAKARTA
SidoarjoSUB;Krian;21000;2 - 3 Hari;18000;4 - 5 Hari;39000;-;YOGYAKARTA
Jombang;Kudu;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Bangkalan;Kwanyar;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Bangkalan;Labang;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Surabaya;Lakarsantri;21000;2 - 3 Hari;18000;4 - 5 Hari;39000;-;YOGYAKARTA
Lamongan;Lamongan;34000;4 - 5 Hari;29000;7 - 8 Hari;39000;-;YOGYAKARTA
Pamekasan;Larangan;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Lamongan;Laren;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Nganjuk;Lengkong;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Sumenep;Lenteng;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Nganjuk;Loceret;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Lamongan;Maduran;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Sumenep;Manding;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Lamongan;Mantup;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Gresik;Manyar;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Sumenep;Masalembu;65000;+ 10 Hari;-;-;-;-;YOGYAKARTA
Jombang;Megaluh;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Gresik;Menganti;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Tuban;Merakurak;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Lamongan;Modo;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Bangkalan;Modung;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Jombang;Mojoagung;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Jombang;Mojowarno;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Tuban;Montong;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Surabaya;Mulyorejo;21000;2 - 3 Hari;18000;4 - 5 Hari;39000;-;YOGYAKARTA
Trenggalek;Munjungan;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Nganjuk;Nganjuk;34000;4 - 5 Hari;29000;7 - 8 Hari;-;-;YOGYAKARTA
Tulungagung;Ngantru;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Nganjuk;Ngetos;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Lamongan;Ngimbang;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Nganjuk;Ngluyu;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Jombang;Ngoro;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Nganjuk;Ngronggot;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Tulungagung;Ngunut;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Jombang;Ngusikan;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Sumenep;Nonggunong;65000;+ 10 Hari;-;-;-;-;YOGYAKARTA
Sampang;Omben;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Surabaya;PabeanCantikan;21000;2 - 3 Hari;18000;4 - 5 Hari;39000;-;YOGYAKARTA
Nganjuk;Pace;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Lamongan;Paciran;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Pamekasan;Pademawu;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Tulungagung;Pagerwojo;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Surabaya;Pakal;21000;2 - 3 Hari;18000;4 - 5 Hari;39000;-;YOGYAKARTA
Tulungagung;Pakel;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Pamekasan;Pakong;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Tuban;Palang;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Pamekasan;Palengaan;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Pamekasan;Pamekasan;34000;4 - 5 Hari;29000;7 - 8 Hari;-;-;YOGYAKARTA
Gresik;Panceng;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Trenggalek;Panggul;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Tuban;Parengan;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Pamekasan;Pasean;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Sumenep;Pasongsongan;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Nganjuk;Patianrowo;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Pamekasan;Pegantenan;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Jombang;Perak;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Jombang;Peterongan;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Jombang;Plandaan;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Jombang;Ploso;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Tuban;Plumbang;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Trenggalek;Pogalan;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
SidoarjoSUB;Porong;21000;2 - 3 Hari;18000;4 - 5 Hari;-;-;YOGYAKARTA
Sumenep;Pragaan;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Nganjuk;Prambon;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Pamekasan;Proppo;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Tulungagung;Pucanglaban;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Lamongan;Pucuk;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Trenggalek;Pule;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Sumenep;Raas;65000;+ 10 Hari;-;-;-;-;YOGYAKARTA
Nganjuk;Rejoso;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Tulungagung;Rejotangan;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Tuban;Rengel;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Sampang;Robatal;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Sumenep;Rubaru;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Surabaya;Rungkut;21000;2 - 3 Hari;18000;4 - 5 Hari;39000;-;YOGYAKARTA
Lamongan;Sambeng;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Surabaya;Sambikerep;21000;2 - 3 Hari;18000;4 - 5 Hari;39000;-;YOGYAKARTA
Sampang;Sampang;34000;4 - 5 Hari;29000;7 - 8 Hari;-;-;YOGYAKARTA
Gresik;Sangkapura;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Sumenep;Sapeken;65000;+ 10 Hari;-;-;-;-;YOGYAKARTA
Lamongan;Sarirejo;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Sumenep;Saronggi;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Nganjuk;Sawahan;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Surabaya;Sawahan;21000;2 - 3 Hari;18000;4 - 5 Hari;39000;-;YOGYAKARTA
SidoarjoSUB;Sedati;21000;2 - 3 Hari;18000;4 - 5 Hari;39000;-;YOGYAKARTA
Lamongan;Sekaran;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Surabaya;Semampir;21000;2 - 3 Hari;18000;4 - 5 Hari;39000;-;YOGYAKARTA
Tuban;Semanding;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Tulungagung;Sendang;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Tuban;Senori;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Bangkalan;Sepulu;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Gresik;Sidayu;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
SidoarjoSUB;Sidoarjo;21000;2 - 3 Hari;18000;4 - 5 Hari;39000;-;YOGYAKARTA
Surabaya;Simokerto;21000;2 - 3 Hari;18000;4 - 5 Hari;39000;-;YOGYAKARTA
Tuban;Singgahan;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Bangkalan;Socah;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Tuban;Soko;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Sampang;Sokobanah;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Lamongan;Solokuro;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Sampang;Sreseh;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Lamongan;Sugio;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Lamongan;Sukodadi;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
SidoarjoSUB;Sukodono;21000;2 - 3 Hari;18000;4 - 5 Hari;39000;-;YOGYAKARTA
Surabaya;Sukolilo;21000;2 - 3 Hari;18000;4 - 5 Hari;39000;-;YOGYAKARTA
Surabaya;Sukomanunggal;21000;2 - 3 Hari;18000;4 - 5 Hari;39000;-;YOGYAKARTA
Nganjuk;Sukomoro;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Lamongan;Sukorame;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Tulungagung;Sumbergempol;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Sumenep;Sumenep;34000;4 - 5 Hari;29000;7 - 8 Hari;-;-;YOGYAKARTA
Jombang;Sumobito;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Surabaya;Surabaya;21000;2 - 3 Hari;18000;4 - 5 Hari;39000;-;YOGYAKARTA
Trenggalek;Suruh;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Sumenep;Talango;65000;+ 10 Hari;-;-;-;-;YOGYAKARTA
SidoarjoSUB;Taman;21000;2 - 3 Hari;18000;4 - 5 Hari;39000;-;YOGYAKARTA
Gresik;Tambak;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Tuban;Tambakboyo;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Surabaya;Tambaksari;21000;2 - 3 Hari;18000;4 - 5 Hari;39000;-;YOGYAKARTA
Sampang;Tambelangan;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Bangkalan;TanahMerah;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Surabaya;Tandes;21000;2 - 3 Hari;18000;4 - 5 Hari;39000;-;YOGYAKARTA
SidoarjoSUB;Tanggulangin;21000;2 - 3 Hari;18000;4 - 5 Hari;-;-;YOGYAKARTA
Tulungagung;TanggungGunung;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Nganjuk;Tanjunganom;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Bangkalan;Tanjungbumi;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Surabaya;Tegalsari;21000;2 - 3 Hari;18000;4 - 5 Hari;39000;-;YOGYAKARTA
Jombang;Tembelang;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Surabaya;TenggilisMejoyo;21000;2 - 3 Hari;18000;4 - 5 Hari;39000;-;YOGYAKARTA
Lamongan;Tikung;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Pamekasan;Tlanakan;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Sampang;Torjun;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Bangkalan;Tragah;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Trenggalek;Trenggalek;34000;4 - 5 Hari;29000;7 - 8 Hari;-;-;YOGYAKARTA
Tuban;Tuban;34000;4 - 5 Hari;29000;7 - 8 Hari;39000;-;YOGYAKARTA
Trenggalek;Tugu;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
SidoarjoSUB;Tulangan;21000;2 - 3 Hari;18000;4 - 5 Hari;-;-;YOGYAKARTA
Tulungagung;Tulungagung;34000;4 - 5 Hari;29000;7 - 8 Hari;-;-;YOGYAKARTA
Lamongan;Turi;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Gresik;UjungPangkah;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Pamekasan;Waru;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
SidoarjoSUB;Waru;21000;2 - 3 Hari;18000;4 - 5 Hari;39000;-;YOGYAKARTA
Trenggalek;Watulimo;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Tuban;Widang;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Nganjuk;Wilangan;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Surabaya;Wiyung;21000;2 - 3 Hari;18000;4 - 5 Hari;39000;-;YOGYAKARTA
SidoarjoSUB;Wonoayu;21000;2 - 3 Hari;18000;4 - 5 Hari;-;-;YOGYAKARTA
Surabaya;Wonocolo;21000;2 - 3 Hari;18000;4 - 5 Hari;39000;-;YOGYAKARTA
Surabaya;Wonokromo;21000;2 - 3 Hari;18000;4 - 5 Hari;39000;-;YOGYAKARTA
Jombang;Wonosalam;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Gresik;Wringinanom;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Tangerang;Balaraja;21000;2 - 3 Hari;18000;3 - 4 Hari;32000;-;YOGYAKARTA
Tangerang;Batuceper;21000;2 - 3 Hari;18000;3 - 4 Hari;32000;-;YOGYAKARTA
Tangerang;Benda;21000;2 - 3 Hari;18000;3 - 4 Hari;32000;-;YOGYAKARTA
Tangerang;Cibodas;21000;2 - 3 Hari;18000;3 - 4 Hari;32000;-;YOGYAKARTA
Tangerang;Cikupa;21000;2 - 3 Hari;18000;3 - 4 Hari;32000;-;YOGYAKARTA
Tangerang;Ciledug;21000;2 - 3 Hari;18000;3 - 4 Hari;32000;-;YOGYAKARTA
Tangerang;Cipondoh;21000;2 - 3 Hari;18000;3 - 4 Hari;32000;-;YOGYAKARTA
Tangerang;Ciputat;21000;2 - 3 Hari;18000;3 - 4 Hari;32000;-;YOGYAKARTA
Tangerang;Cisauk;21000;2 - 3 Hari;18000;3 - 4 Hari;32000;-;YOGYAKARTA
Tangerang;Cisoka;21000;2 - 3 Hari;18000;3 - 4 Hari;32000;-;YOGYAKARTA
Tangerang;Curug;21000;2 - 3 Hari;18000;3 - 4 Hari;32000;-;YOGYAKARTA
Tangerang;Jambe;21000;2 - 3 Hari;18000;3 - 4 Hari;-;-;YOGYAKARTA
Tangerang;Jatiuwung;21000;2 - 3 Hari;18000;3 - 4 Hari;32000;-;YOGYAKARTA
Tangerang;Jayanti;21000;2 - 3 Hari;18000;3 - 4 Hari;-;-;YOGYAKARTA
Tangerang;Karangtengah;21000;2 - 3 Hari;18000;3 - 4 Hari;32000;-;YOGYAKARTA
Tangerang;Karawaci;21000;2 - 3 Hari;18000;3 - 4 Hari;32000;-;YOGYAKARTA
Tangerang;Kemiri;21000;2 - 3 Hari;18000;3 - 4 Hari;-;-;YOGYAKARTA
Tangerang;Kosambi/Salembaranjati;21000;2 - 3 Hari;18000;3 - 4 Hari;32000;-;YOGYAKARTA
Tangerang;Kresek;21000;2 - 3 Hari;18000;3 - 4 Hari;-;-;YOGYAKARTA
Tangerang;Kronjo;21000;2 - 3 Hari;18000;3 - 4 Hari;-;-;YOGYAKARTA
Tangerang;Larangan;21000;2 - 3 Hari;18000;3 - 4 Hari;32000;-;YOGYAKARTA
Tangerang;Legok;21000;2 - 3 Hari;18000;3 - 4 Hari;32000;-;YOGYAKARTA
Tangerang;Mauk;21000;2 - 3 Hari;18000;3 - 4 Hari;-;-;YOGYAKARTA
Tangerang;Neglasari;21000;2 - 3 Hari;18000;3 - 4 Hari;32000;-;YOGYAKARTA
Tangerang;Pagedangan;21000;2 - 3 Hari;18000;3 - 4 Hari;32000;-;YOGYAKARTA
Tangerang;Pakuhaji;21000;2 - 3 Hari;18000;3 - 4 Hari;32000;-;YOGYAKARTA
Tangerang;Pamulang;21000;2 - 3 Hari;18000;3 - 4 Hari;32000;-;YOGYAKARTA
Tangerang;Panongan;21000;2 - 3 Hari;18000;3 - 4 Hari;32000;-;YOGYAKARTA
Tangerang;PASARKEMIS;21000;2 - 3 Hari;18000;3 - 4 Hari;32000;-;YOGYAKARTA
Tangerang;Periuk;21000;2 - 3 Hari;18000;3 - 4 Hari;32000;-;YOGYAKARTA
Tangerang;Pinang;21000;2 - 3 Hari;18000;3 - 4 Hari;32000;-;YOGYAKARTA
Tangerang;PondokAren/JurangMangu;21000;2 - 3 Hari;18000;3 - 4 Hari;32000;-;YOGYAKARTA
Tangerang;Rajeg;21000;2 - 3 Hari;18000;3 - 4 Hari;32000;-;YOGYAKARTA
Tangerang;Sepatan/Jatimulya/Cengklong;21000;2 - 3 Hari;18000;3 - 4 Hari;32000;-;YOGYAKARTA
Tangerang;Serpong;21000;2 - 3 Hari;18000;3 - 4 Hari;32000;-;YOGYAKARTA
Tangerang;Sukadiri;21000;2 - 3 Hari;18000;3 - 4 Hari;32000;-;YOGYAKARTA
Tangerang;Tangerang;21000;2 - 3 Hari;18000;3 - 4 Hari;32000;-;YOGYAKARTA
Tangerang;Teluknaga;21000;2 - 3 Hari;18000;3 - 4 Hari;32000;-;YOGYAKARTA
Tangerang;Tigaraksa;21000;2 - 3 Hari;18000;3 - 4 Hari;32000;-;YOGYAKARTA
Timika;Agimuga;188000;7 - 10 Hari;160000;9 - 10 Hari;-;-;YOGYAKARTA
Timika;Jila;188000;7 - 10 Hari;160000;9 - 10 Hari;-;-;YOGYAKARTA
Timika;Jita;188000;7 - 10 Hari;160000;9 - 10 Hari;-;-;YOGYAKARTA
Timika;KualaKencana;188000;7 - 10 Hari;160000;9 - 10 Hari;-;-;YOGYAKARTA
Timika;MimikaBarat;150000;6 - 7 Hari;128000;7 - 8 Hari;-;-;YOGYAKARTA
Timika;MimikaBaratJauh;150000;6 - 7 Hari;128000;7 - 8 Hari;-;-;YOGYAKARTA
Timika;MimikaBaratTengah;150000;6 - 7 Hari;128000;7 - 8 Hari;-;-;YOGYAKARTA
Timika;MimikaBaru;150000;6 - 7 Hari;128000;7 - 8 Hari;-;-;YOGYAKARTA
Timika;MimikaTimur;150000;6 - 7 Hari;128000;7 - 8 Hari;-;-;YOGYAKARTA
Timika;MimikaTimurJauh;150000;6 - 7 Hari;128000;7 - 8 Hari;-;-;YOGYAKARTA
Timika;MimikaTimurTengah;150000;6 - 7 Hari;128000;7 - 8 Hari;-;-;YOGYAKARTA
Timika;TembagaPura;150000;6 - 7 Hari;128000;7 - 8 Hari;-;-;YOGYAKARTA
Timika;Timika;133000;5 - 6 Hari;114000;5 - 7 Hari;-;-;YOGYAKARTA
Belitung;Badau;78000;7 - 8 Hari;67000;9 - 10 Hari;-;-;YOGYAKARTA
BelitungTimur;Dendang;78000;7 - 8 Hari;67000;9 - 10 Hari;-;-;YOGYAKARTA
BelitungTimur;Gantung;78000;7 - 8 Hari;67000;9 - 10 Hari;-;-;YOGYAKARTA
BelitungTimur;KelapaKampit;78000;7 - 8 Hari;67000;9 - 10 Hari;-;-;YOGYAKARTA
BelitungTimur;Manggar;62000;4 - 5 Hari;53000;7 - 8 Hari;-;-;YOGYAKARTA
Belitung;Membalong;78000;7 - 8 Hari;67000;9 - 10 Hari;-;-;YOGYAKARTA
Belitung;SelatNasik;78000;7 - 8 Hari;67000;9 - 10 Hari;-;-;YOGYAKARTA
Belitung;Sijuk;78000;7 - 8 Hari;67000;9 - 10 Hari;-;-;YOGYAKARTA
Belitung;TanjungPandan;42000;3 - 4 Hari;36000;4 - 5 Hari;-;-;YOGYAKARTA
LampungUtara;AbungBarat;65000;7 - 8 Hari;57000;9 - 10 Hari;-;-;YOGYAKARTA
LampungUtara;AbungSelatan;65000;7 - 8 Hari;57000;9 - 10 Hari;-;-;YOGYAKARTA
LampungUtara;AbungSemuli;65000;7 - 8 Hari;57000;9 - 10 Hari;-;-;YOGYAKARTA
LampungUtara;AbungSurakarta;65000;7 - 8 Hari;57000;9 - 10 Hari;-;-;YOGYAKARTA
LampungUtara;AbungTengah;65000;7 - 8 Hari;57000;9 - 10 Hari;-;-;YOGYAKARTA
LampungUtara;AbungTimur;65000;7 - 8 Hari;57000;9 - 10 Hari;-;-;YOGYAKARTA
LampungUtara;AbungTinggi;65000;7 - 8 Hari;57000;9 - 10 Hari;-;-;YOGYAKARTA
Tanggamus;AdiLuwih;65000;7 - 8 Hari;57000;9 - 10 Hari;-;-;YOGYAKARTA
LampungTengah;AnakTuha;65000;7 - 8 Hari;57000;9 - 10 Hari;-;-;YOGYAKARTA
WayKanan;Bahuga;65000;7 - 8 Hari;57000;9 - 10 Hari;-;-;YOGYAKARTA
LampungSelatan;Bakauheuni;52000;3 - 4 Hari;45000;7 - 8 Hari;-;-;YOGYAKARTA
LampungBarat;BalikBukit;65000;7 - 8 Hari;57000;9 - 10 Hari;-;-;YOGYAKARTA
LampungTengah;BandarJaya;65000;7 - 8 Hari;57000;9 - 10 Hari;-;-;YOGYAKARTA
BandarLampung;BandarLampung;31000;2 - 3 Hari;27000;4 - 5 Hari;44000;-;YOGYAKARTA
LampungTengah;BandarMataram;65000;7 - 8 Hari;57000;9 - 10 Hari;-;-;YOGYAKARTA
LampungTimur;BANDARSRIBAWANO;65000;7 - 8 Hari;57000;9 - 10 Hari;-;-;YOGYAKARTA
LampungTengah;BandarSurabaya;65000;7 - 8 Hari;57000;9 - 10 Hari;-;-;YOGYAKARTA
LampungTengah;Bangunrejo;65000;7 - 8 Hari;57000;9 - 10 Hari;-;-;YOGYAKARTA
TulangBawang;BanjarAgung;65000;7 - 8 Hari;57000;9 - 10 Hari;-;-;YOGYAKARTA
WayKanan;Banjit/Banjid;65000;7 - 8 Hari;57000;9 - 10 Hari;-;-;YOGYAKARTA
WayKanan;Baradatu;65000;7 - 8 Hari;57000;9 - 10 Hari;-;-;YOGYAKARTA
LampungTimur;BATANGHARI;65000;7 - 8 Hari;57000;9 - 10 Hari;-;-;YOGYAKARTA
LampungTimur;BatanghariNuban;65000;7 - 8 Hari;57000;9 - 10 Hari;-;-;YOGYAKARTA
LampungBarat;BatuBrak;65000;7 - 8 Hari;57000;9 - 10 Hari;-;-;YOGYAKARTA
LampungTengah;Bekri;65000;7 - 8 Hari;57000;9 - 10 Hari;-;-;YOGYAKARTA
