KOTA/KABUPATEN;KECAMATAN;REG;ESTIMASI REG;OKE;ESTIMASI OKE;YES;ESTIMASI YES;ORIGIN
Cilacap;Bantarsari;34000;6 - 7 Hari;28000;7 - 10 Hari;-;-;YOGYAKARTA
Cilacap;Binangun;34000;6 - 7 Hari;28000;7 - 10 Hari;-;-;YOGYAKARTA
Cilacap;Cilacap;20000;2 - 3 Hari;17000;4 - 5 Hari;-;-;YOGYAKARTA
Cilacap;CilacapSelatan;20000;2 - 3 Hari;17000;4 - 5 Hari;-;-;YOGYAKARTA
Cilacap;CilacapTengah;20000;2 - 3 Hari;17000;4 - 5 Hari;-;-;YOGYAKARTA
Cilacap;CilacapUtara;20000;2 - 3 Hari;17000;4 - 5 Hari;-;-;YOGYAKARTA
Cilacap;Cimanggu;34000;6 - 7 Hari;28000;7 - 10 Hari;-;-;YOGYAKARTA
Cilacap;Cipari;34000;6 - 7 Hari;28000;7 - 10 Hari;-;-;YOGYAKARTA
Cilacap;Dayeuhluhur;34000;6 - 7 Hari;28000;7 - 10 Hari;-;-;YOGYAKARTA
Cilacap;Gandrungmangu;34000;6 - 7 Hari;28000;7 - 10 Hari;-;-;YOGYAKARTA
Cilacap;Jeruklegi;34000;6 - 7 Hari;28000;7 - 10 Hari;-;-;YOGYAKARTA
Cilacap;KampungLaut;34000;6 - 7 Hari;28000;7 - 10 Hari;-;-;YOGYAKARTA
Cilacap;Karangpucung;34000;6 - 7 Hari;28000;7 - 10 Hari;-;-;YOGYAKARTA
Cilacap;Kawunganten;34000;6 - 7 Hari;28000;7 - 10 Hari;-;-;YOGYAKARTA
Cilacap;Kedungrejo;34000;6 - 7 Hari;28000;7 - 10 Hari;-;-;YOGYAKARTA
Cilacap;Kesugihan;34000;6 - 7 Hari;28000;7 - 10 Hari;-;-;YOGYAKARTA
Cilacap;Kroya;34000;6 - 7 Hari;28000;7 - 10 Hari;-;-;YOGYAKARTA
Cilacap;Majenang;27000;4 - 5 Hari;22000;6 - 7 Hari;-;-;YOGYAKARTA
Cilacap;Maos;34000;6 - 7 Hari;28000;7 - 10 Hari;-;-;YOGYAKARTA
Cilacap;Nusawungu;34000;6 - 7 Hari;28000;7 - 10 Hari;-;-;YOGYAKARTA
Cilacap;Patimuan;34000;6 - 7 Hari;28000;7 - 10 Hari;-;-;YOGYAKARTA
Cilacap;Sampang;34000;6 - 7 Hari;28000;7 - 10 Hari;-;-;YOGYAKARTA
Cilacap;Sidareja;34000;6 - 7 Hari;28000;7 - 10 Hari;-;-;YOGYAKARTA
Cilacap;Wanar;34000;6 - 7 Hari;28000;7 - 10 Hari;-;-;YOGYAKARTA
Kerinci;AirHangat;67000;7 - 8 Hari;58000;9 - 10 Hari;-;-;YOGYAKARTA
Kerinci;AirHangatTimur;67000;7 - 8 Hari;58000;9 - 10 Hari;-;-;YOGYAKARTA
BatangHari;Bajubang;67000;7 - 8 Hari;58000;9 - 10 Hari;-;-;YOGYAKARTA
Merangin;Bangko;53000;4 - 5 Hari;46000;7 - 8 Hari;-;-;YOGYAKARTA
Sarolangun;BatangAsai;101000;+ 10 Hari;-;-;-;-;YOGYAKARTA
Kerinci;BatangMerangin;67000;7 - 8 Hari;58000;9 - 10 Hari;-;-;YOGYAKARTA
Bungo;BathinIIBabeko;67000;7 - 8 Hari;58000;9 - 10 Hari;-;-;YOGYAKARTA
BatangHari;BatinXXIV;67000;7 - 8 Hari;58000;9 - 10 Hari;-;-;YOGYAKARTA
TanjungJabungBarat;Betara;67000;7 - 8 Hari;58000;9 - 10 Hari;-;-;YOGYAKARTA
Kerinci;DanauKerinci;67000;7 - 8 Hari;58000;9 - 10 Hari;-;-;YOGYAKARTA
Jambi;DanauTeluk;31000;2 - 3 Hari;27000;4 - 5 Hari;-;-;YOGYAKARTA
TanjungJabungTimur;Dendang;67000;7 - 8 Hari;58000;9 - 10 Hari;-;-;YOGYAKARTA
Kerinci;GunungKerinci;67000;7 - 8 Hari;58000;9 - 10 Hari;-;-;YOGYAKARTA
Kerinci;GunungRaya;101000;+ 10 Hari;-;-;-;-;YOGYAKARTA
Kerinci;HamparanRawang;67000;7 - 8 Hari;58000;9 - 10 Hari;-;-;YOGYAKARTA
Jambi;Jambi;31000;2 - 3 Hari;27000;4 - 5 Hari;45000;-;YOGYAKARTA
MuaroJambi;JambiLuarKota;67000;7 - 8 Hari;58000;9 - 10 Hari;-;-;YOGYAKARTA
Jambi;JambiSelatan;31000;2 - 3 Hari;27000;4 - 5 Hari;45000;-;YOGYAKARTA
Jambi;JambiTimur;31000;2 - 3 Hari;27000;4 - 5 Hari;45000;-;YOGYAKARTA
Merangin;Jangkat;101000;+ 10 Hari;-;-;-;-;YOGYAKARTA
Jambi;Jelutung;31000;2 - 3 Hari;27000;4 - 5 Hari;45000;-;YOGYAKARTA
Bungo;Jujuhan;101000;+ 10 Hari;-;-;-;-;YOGYAKARTA
Kerinci;KayuAro;101000;+ 10 Hari;-;-;-;-;YOGYAKARTA
Kerinci;KelilingDanau;67000;7 - 8 Hari;58000;9 - 10 Hari;-;-;YOGYAKARTA
Jambi;KotaBaru;31000;2 - 3 Hari;27000;4 - 5 Hari;45000;-;YOGYAKARTA
TanjungJabungBarat;Kualatungkal;53000;4 - 5 Hari;46000;7 - 8 Hari;-;-;YOGYAKARTA
MuaroJambi;Kumpeh;67000;7 - 8 Hari;58000;9 - 10 Hari;-;-;YOGYAKARTA
MuaroJambi;KumpehUlu;67000;7 - 8 Hari;58000;9 - 10 Hari;-;-;YOGYAKARTA
Bungo;LimburLubukMengkuang;67000;7 - 8 Hari;58000;9 - 10 Hari;-;-;YOGYAKARTA
Sarolangun;Mandiangin;67000;7 - 8 Hari;58000;9 - 10 Hari;-;-;YOGYAKARTA
MuaroJambi;MaroSebo;67000;7 - 8 Hari;58000;9 - 10 Hari;-;-;YOGYAKARTA
BatangHari;MaroSeboIlir;67000;7 - 8 Hari;58000;9 - 10 Hari;-;-;YOGYAKARTA
BatangHari;MaroSeboUlu;67000;7 - 8 Hari;58000;9 - 10 Hari;-;-;YOGYAKARTA
TanjungJabungTimur;Mendahara;67000;7 - 8 Hari;58000;9 - 10 Hari;-;-;YOGYAKARTA
TanjungJabungBarat;Merlung;67000;7 - 8 Hari;58000;9 - 10 Hari;-;-;YOGYAKARTA
BatangHari;Mersam;67000;7 - 8 Hari;58000;9 - 10 Hari;-;-;YOGYAKARTA
MuaroJambi;Mestong;67000;7 - 8 Hari;58000;9 - 10 Hari;-;-;YOGYAKARTA
BatangHari;MuaraBulian;53000;4 - 5 Hari;46000;7 - 8 Hari;-;-;YOGYAKARTA
Bungo;MuaraBungo;53000;4 - 5 Hari;46000;7 - 8 Hari;-;-;YOGYAKARTA
Sarolangun;MuaraLimun;67000;7 - 8 Hari;58000;9 - 10 Hari;-;-;YOGYAKARTA
TanjungJabungTimur;Muarasabak;53000;4 - 5 Hari;46000;7 - 8 Hari;-;-;YOGYAKARTA
Merangin;MuaraSiau;67000;7 - 8 Hari;58000;9 - 10 Hari;-;-;YOGYAKARTA
Tebo;MuaraTebo;53000;4 - 5 Hari;46000;7 - 8 Hari;-;-;YOGYAKARTA
BatangHari;MuaraTembesi;67000;7 - 8 Hari;58000;9 - 10 Hari;-;-;YOGYAKARTA
Bungo;MukoMukoBatinVII;67000;7 - 8 Hari;58000;9 - 10 Hari;-;-;YOGYAKARTA
TanjungJabungTimur;NipahPanjang;67000;7 - 8 Hari;58000;9 - 10 Hari;-;-;YOGYAKARTA
Merangin;Pamenang;67000;7 - 8 Hari;58000;9 - 10 Hari;-;-;YOGYAKARTA
Jambi;PasarJambi;31000;2 - 3 Hari;27000;4 - 5 Hari;45000;-;YOGYAKARTA
Sarolangun;Pauh;67000;7 - 8 Hari;58000;9 - 10 Hari;-;-;YOGYAKARTA
Sarolangun;PelawanSingkut;67000;7 - 8 Hari;58000;9 - 10 Hari;-;-;YOGYAKARTA
Jambi;Pelayangan;31000;2 - 3 Hari;27000;4 - 5 Hari;-;-;YOGYAKARTA
Bungo;Pelepat;67000;7 - 8 Hari;58000;9 - 10 Hari;-;-;YOGYAKARTA
Bungo;PelepatIlir;67000;7 - 8 Hari;58000;9 - 10 Hari;-;-;YOGYAKARTA
BatangHari;Pemayung;67000;7 - 8 Hari;58000;9 - 10 Hari;-;-;YOGYAKARTA
TanjungJabungBarat;Pengabuan;67000;7 - 8 Hari;58000;9 - 10 Hari;-;-;YOGYAKARTA
Bungo;RantauPandan;67000;7 - 8 Hari;58000;9 - 10 Hari;-;-;YOGYAKARTA
TanjungJabungTimur;RantauRasau;101000;+ 10 Hari;-;-;-;-;YOGYAKARTA
Tebo;RimboBujang;67000;7 - 8 Hari;58000;9 - 10 Hari;-;-;YOGYAKARTA
Tebo;RimboIlir;67000;7 - 8 Hari;58000;9 - 10 Hari;-;-;YOGYAKARTA
Tebo;RimboUlu;67000;7 - 8 Hari;58000;9 - 10 Hari;-;-;YOGYAKARTA
TanjungJabungTimur;Sadu;67000;7 - 8 Hari;58000;9 - 10 Hari;-;-;YOGYAKARTA
Sarolangun;Sarolangun;53000;4 - 5 Hari;46000;7 - 8 Hari;-;-;YOGYAKARTA
MuaroJambi;Sekernan;67000;7 - 8 Hari;58000;9 - 10 Hari;-;-;YOGYAKARTA
MuaroJambi;Sengeti;53000;4 - 5 Hari;46000;7 - 8 Hari;-;-;YOGYAKARTA
Kerinci;SitinjauLaut;67000;7 - 8 Hari;58000;9 - 10 Hari;-;-;YOGYAKARTA
Tebo;Sumay;67000;7 - 8 Hari;58000;9 - 10 Hari;-;-;YOGYAKARTA
MuaroJambi;SungaiBahar;67000;7 - 8 Hari;58000;9 - 10 Hari;-;-;YOGYAKARTA
Merangin;SungaiManau;101000;+ 10 Hari;-;-;-;-;YOGYAKARTA
Kerinci;SungaiPenuh;53000;4 - 5 Hari;46000;7 - 8 Hari;-;-;YOGYAKARTA
Merangin;Tabir;67000;7 - 8 Hari;58000;9 - 10 Hari;-;-;YOGYAKARTA
Merangin;TabirUlu;67000;7 - 8 Hari;58000;9 - 10 Hari;-;-;YOGYAKARTA
Bungo;TanahSepenggal;67000;7 - 8 Hari;58000;9 - 10 Hari;-;-;YOGYAKARTA
Bungo;TanahTumbuh;67000;7 - 8 Hari;58000;9 - 10 Hari;-;-;YOGYAKARTA
Tebo;TeboIlir;53000;4 - 5 Hari;46000;7 - 8 Hari;-;-;YOGYAKARTA
Tebo;TeboTengah;53000;4 - 5 Hari;46000;7 - 8 Hari;-;-;YOGYAKARTA
Tebo;TeboUlu;53000;4 - 5 Hari;46000;7 - 8 Hari;-;-;YOGYAKARTA
Jambi;Telanaipura;31000;2 - 3 Hari;27000;4 - 5 Hari;45000;-;YOGYAKARTA
Tebo;TengahIlir;67000;7 - 8 Hari;58000;9 - 10 Hari;-;-;YOGYAKARTA
TanjungJabungBarat;TungkalIlir;53000;4 - 5 Hari;46000;7 - 8 Hari;-;-;YOGYAKARTA
TanjungJabungBarat;TungkalUlu;53000;4 - 5 Hari;46000;7 - 8 Hari;-;-;YOGYAKARTA
Tebo;VIIKoto;67000;7 - 8 Hari;58000;9 - 10 Hari;-;-;YOGYAKARTA
Jayawijaya;Abenaho;218000;7 - 9 Hari;185000;9 - 10 Hari;-;-;YOGYAKARTA
Jayapura;Abepura;78000;5 - 6 Hari;67000;5 - 7 Hari;-;-;YOGYAKARTA
Asmat;Agats;174000;6 - 7 Hari;148000;7 - 8 Hari;-;-;YOGYAKARTA
Asmat;Akat;218000;7 - 9 Hari;185000;9 - 10 Hari;-;-;YOGYAKARTA
Yahukimo;Anggruk;327000;+ 10 Hari;-;-;-;-;YOGYAKARTA
YapenWaropen;Angkaisera;218000;7 - 9 Hari;185000;9 - 10 Hari;-;-;YOGYAKARTA
Jayawijaya;Apalapsili;218000;7 - 9 Hari;185000;9 - 10 Hari;-;-;YOGYAKARTA
Keerom;Arso;218000;7 - 9 Hari;185000;9 - 10 Hari;-;-;YOGYAKARTA
Jayawijaya;Asologaima;218000;7 - 9 Hari;185000;9 - 10 Hari;-;-;YOGYAKARTA
Asmat;Atsy;218000;7 - 9 Hari;185000;9 - 10 Hari;-;-;YOGYAKARTA
PegununganBintang;Batom;218000;7 - 9 Hari;185000;9 - 10 Hari;-;-;YOGYAKARTA
MamberamoRaya;Benuki;327000;+ 10 Hari;-;-;-;-;YOGYAKARTA
BiakNumfor;BiakBarat;218000;7 - 9 Hari;185000;9 - 10 Hari;-;-;YOGYAKARTA
BiakNumfor;BiakKota;174000;6 - 7 Hari;148000;7 - 8 Hari;-;-;YOGYAKARTA
BiakNumfor;Biaktimur;218000;7 - 9 Hari;185000;9 - 10 Hari;-;-;YOGYAKARTA
BiakNumfor;BiakUtara;218000;7 - 9 Hari;185000;9 - 10 Hari;-;-;YOGYAKARTA
Talikora;Bokondini;218000;7 - 9 Hari;185000;9 - 10 Hari;-;-;YOGYAKARTA
Jayawijaya;Bolakma;218000;7 - 9 Hari;185000;9 - 10 Hari;-;-;YOGYAKARTA
Sarmi;Bonggo;218000;7 - 9 Hari;185000;9 - 10 Hari;-;-;YOGYAKARTA
PegununganBintang;Borme;218000;7 - 9 Hari;185000;9 - 10 Hari;-;-;YOGYAKARTA
Waropen;Botawa;327000;+ 10 Hari;-;-;-;-;YOGYAKARTA
MamberamoRaya;Burmeso;327000;+ 10 Hari;-;-;-;-;YOGYAKARTA
Jayapura;Demta;78000;5 - 6 Hari;67000;5 - 7 Hari;-;-;YOGYAKARTA
Jayapura;Depapre;78000;5 - 6 Hari;67000;5 - 7 Hari;-;-;YOGYAKARTA
BovenDigoel;DistrikBomakia;218000;7 - 9 Hari;185000;9 - 10 Hari;-;-;YOGYAKARTA
Merauke;DistrikUlilin;218000;7 - 9 Hari;185000;9 - 10 Hari;-;-;YOGYAKARTA
Merauke;Eligobel;218000;7 - 9 Hari;185000;9 - 10 Hari;-;-;YOGYAKARTA
Asmat;Fayit;218000;7 - 9 Hari;185000;9 - 10 Hari;-;-;YOGYAKARTA
Jayawijaya;Gamelia;218000;7 - 9 Hari;185000;9 - 10 Hari;-;-;YOGYAKARTA
Jayawijaya;Hubikosi;218000;7 - 9 Hari;185000;9 - 10 Hari;-;-;YOGYAKARTA
PegununganBintang;Iwur;218000;7 - 9 Hari;185000;9 - 10 Hari;-;-;YOGYAKARTA
Merauke;Jagebob;218000;7 - 9 Hari;185000;9 - 10 Hari;-;-;YOGYAKARTA
BovenDigoel;Jair;218000;7 - 9 Hari;185000;9 - 10 Hari;-;-;YOGYAKARTA
Jayapura;Jayapura;78000;5 - 6 Hari;67000;5 - 7 Hari;-;-;YOGYAKARTA
Jayapura;JayapuraSelatan;78000;5 - 6 Hari;67000;5 - 7 Hari;-;-;YOGYAKARTA
Jayapura;JayapuraUtara;78000;5 - 6 Hari;67000;5 - 7 Hari;-;-;YOGYAKARTA
Talikora;Kanggime;327000;+ 10 Hari;-;-;-;-;YOGYAKARTA
Jayapura;Kareuh;78000;5 - 6 Hari;67000;5 - 7 Hari;-;-;YOGYAKARTA
Talikora;Karubaga;174000;6 - 7 Hari;148000;7 - 8 Hari;-;-;YOGYAKARTA
Jayawijaya;Kelila;218000;7 - 9 Hari;185000;9 - 10 Hari;-;-;YOGYAKARTA
Talikora;Kembu;327000;+ 10 Hari;-;-;-;-;YOGYAKARTA
Jayapura;Kemtuk;218000;7 - 9 Hari;185000;9 - 10 Hari;-;-;YOGYAKARTA
Jayapura;KemtukGresie;78000;5 - 6 Hari;67000;5 - 7 Hari;-;-;YOGYAKARTA
Jayawijaya;Kenyam;218000;7 - 9 Hari;185000;9 - 10 Hari;-;-;YOGYAKARTA
BiakNumfor;KepulauanPadaidio;218000;7 - 9 Hari;185000;9 - 10 Hari;-;-;YOGYAKARTA
Merauke;Kimaam;218000;7 - 9 Hari;185000;9 - 10 Hari;-;-;YOGYAKARTA
PegununganBintang;Kiwirok;218000;7 - 9 Hari;185000;9 - 10 Hari;-;-;YOGYAKARTA
Jayawijaya;Kobakma;218000;7 - 9 Hari;185000;9 - 10 Hari;-;-;YOGYAKARTA
BovenDigoel;Kouh;218000;7 - 9 Hari;185000;9 - 10 Hari;-;-;YOGYAKARTA
Merauke;Kurik;218000;7 - 9 Hari;185000;9 - 10 Hari;-;-;YOGYAKARTA
Yahukimo;Kurima;327000;+ 10 Hari;-;-;-;-;YOGYAKARTA
Jayawijaya;Kurulu;218000;7 - 9 Hari;185000;9 - 10 Hari;-;-;YOGYAKARTA
Jayawijaya;Maki;218000;7 - 9 Hari;185000;9 - 10 Hari;-;-;YOGYAKARTA
MamberamoRaya;MamberamoIlir;327000;+ 10 Hari;-;-;-;-;YOGYAKARTA
MamberamoRaya;MamberamoTengah;327000;+ 10 Hari;-;-;-;-;YOGYAKARTA
MamberamoRaya;MamberamoTengahTimur;327000;+ 10 Hari;-;-;-;-;YOGYAKARTA
MamberamoRaya;MamberamoUlu;327000;+ 10 Hari;-;-;-;-;YOGYAKARTA
BovenDigoel;Mandobo;218000;7 - 9 Hari;185000;9 - 10 Hari;-;-;YOGYAKARTA
Jayawijaya;Mapenduma;218000;7 - 9 Hari;185000;9 - 10 Hari;-;-;YOGYAKARTA
Waropen;Masirei;327000;+ 10 Hari;-;-;-;-;YOGYAKARTA
Merauke;Merauke;174000;6 - 7 Hari;148000;7 - 8 Hari;-;-;YOGYAKARTA
BovenDigoel;Mindiptana;218000;7 - 9 Hari;185000;9 - 10 Hari;-;-;YOGYAKARTA
Jayapura;MuaraTam;78000;5 - 6 Hari;67000;5 - 7 Hari;-;-;YOGYAKARTA
Merauke;Muting;218000;7 - 9 Hari;185000;9 - 10 Hari;-;-;YOGYAKARTA
Jayapura;Nimbokrang;218000;7 - 9 Hari;185000;9 - 10 Hari;-;-;YOGYAKARTA
Jayapura;Nimboran;78000;5 - 6 Hari;67000;5 - 7 Hari;-;-;YOGYAKARTA
Yahukimo;Ninia;327000;+ 10 Hari;-;-;-;-;YOGYAKARTA
BiakNumfor;NumforBarat;218000;7 - 9 Hari;185000;9 - 10 Hari;-;-;YOGYAKARTA
BiakNumfor;NumforTimur;218000;7 - 9 Hari;185000;9 - 10 Hari;-;-;YOGYAKARTA
Merauke;Okaba;218000;7 - 9 Hari;185000;9 - 10 Hari;-;-;YOGYAKARTA
PegununganBintang;Okbibab;218000;7 - 9 Hari;185000;9 - 10 Hari;-;-;YOGYAKARTA
PegununganBintang;Oksibil;174000;6 - 7 Hari;148000;7 - 8 Hari;-;-;YOGYAKARTA
Sarmi;PantaiBarat;218000;7 - 9 Hari;185000;9 - 10 Hari;-;-;YOGYAKARTA
Asmat;PantaiKasuari;218000;7 - 9 Hari;185000;9 - 10 Hari;-;-;YOGYAKARTA
Sarmi;PantaiTimur;218000;7 - 9 Hari;185000;9 - 10 Hari;-;-;YOGYAKARTA
Jayawijaya;Pirime;218000;7 - 9 Hari;185000;9 - 10 Hari;-;-;YOGYAKARTA
YapenWaropen;Poom;218000;7 - 9 Hari;185000;9 - 10 Hari;-;-;YOGYAKARTA
MamberamoRaya;Rufaer;327000;+ 10 Hari;-;-;-;-;YOGYAKARTA
BiakNumfor;Samofa;218000;7 - 9 Hari;185000;9 - 10 Hari;-;-;YOGYAKARTA
Sarmi;Sarmi;174000;6 - 7 Hari;148000;7 - 8 Hari;-;-;YOGYAKARTA
Asmat;Sawaerma;218000;7 - 9 Hari;185000;9 - 10 Hari;-;-;YOGYAKARTA
MamberamoRaya;Sawai;327000;+ 10 Hari;-;-;-;-;YOGYAKARTA
Merauke;Semangga;218000;7 - 9 Hari;185000;9 - 10 Hari;-;-;YOGYAKARTA
Keerom;Senggi;218000;7 - 9 Hari;185000;9 - 10 Hari;-;-;YOGYAKARTA
Jayapura;Sentani;174000;6 - 7 Hari;148000;7 - 8 Hari;-;-;YOGYAKARTA
Jayapura;SentaniBarat;218000;7 - 9 Hari;185000;9 - 10 Hari;-;-;YOGYAKARTA
Jayapura;SentaniTimur;218000;7 - 9 Hari;185000;9 - 10 Hari;-;-;YOGYAKARTA
YapenWaropen;Serui;174000;6 - 7 Hari;148000;7 - 8 Hari;-;-;YOGYAKARTA
Keerom;Skanto;218000;7 - 9 Hari;185000;9 - 10 Hari;-;-;YOGYAKARTA
Supiori;Sorendiweri;174000;6 - 7 Hari;148000;7 - 8 Hari;-;-;YOGYAKARTA
Merauke;Sota;218000;7 - 9 Hari;185000;9 - 10 Hari;-;-;YOGYAKARTA
Asmat;Suator;218000;7 - 9 Hari;185000;9 - 10 Hari;-;-;YOGYAKARTA
Yahukimo;Sumohai;327000;+ 10 Hari;-;-;-;-;YOGYAKARTA
Supiori;SupioriSelatan;218000;7 - 9 Hari;185000;9 - 10 Hari;-;-;YOGYAKARTA
Supiori;SupioriTimur;218000;7 - 9 Hari;185000;9 - 10 Hari;-;-;YOGYAKARTA
Supiori;SupioriUtara;218000;7 - 9 Hari;185000;9 - 10 Hari;-;-;YOGYAKARTA
BovenDigoel;TanahMerah/BovenDigoel;174000;6 - 7 Hari;148000;7 - 8 Hari;-;-;YOGYAKARTA
Merauke;TanahMiring;218000;7 - 9 Hari;185000;9 - 10 Hari;-;-;YOGYAKARTA
Jayawijaya;Tiom;218000;7 - 9 Hari;185000;9 - 10 Hari;-;-;YOGYAKARTA
Sarmi;TorAtas;218000;7 - 9 Hari;185000;9 - 10 Hari;-;-;YOGYAKARTA
Jayapura;UnurumGuay;218000;7 - 9 Hari;185000;9 - 10 Hari;-;-;YOGYAKARTA
Jayawijaya;Wamena;174000;6 - 7 Hari;148000;7 - 8 Hari;-;-;YOGYAKARTA
Keerom;Waris;174000;6 - 7 Hari;148000;7 - 8 Hari;-;-;YOGYAKARTA
MamberamoRaya;WaropenAtas;327000;+ 10 Hari;-;-;-;-;YOGYAKARTA
Waropen;WaropenBawah;327000;+ 10 Hari;-;-;-;-;YOGYAKARTA
BovenDigoel;Waropko;218000;7 - 9 Hari;185000;9 - 10 Hari;-;-;YOGYAKARTA
BiakNumfor;Warsa;218000;7 - 9 Hari;185000;9 - 10 Hari;-;-;YOGYAKARTA
Keerom;Web;218000;7 - 9 Hari;185000;9 - 10 Hari;-;-;YOGYAKARTA
YapenWaropen;YapenBarat;218000;7 - 9 Hari;185000;9 - 10 Hari;-;-;YOGYAKARTA
YapenWaropen;YapenSelatan;218000;7 - 9 Hari;185000;9 - 10 Hari;-;-;YOGYAKARTA
YapenWaropen;YapenTimur;218000;7 - 9 Hari;185000;9 - 10 Hari;-;-;YOGYAKARTA
BiakNumfor;Yendidori;218000;7 - 9 Hari;185000;9 - 10 Hari;-;-;YOGYAKARTA
Depok;Beji;21000;2 - 3 Hari;18000;4 - 5 Hari;32000;-;YOGYAKARTA
Depok;Cibubur;21000;2 - 3 Hari;18000;4 - 5 Hari;32000;-;YOGYAKARTA
Depok;Cimanggis;21000;2 - 3 Hari;18000;4 - 5 Hari;32000;-;YOGYAKARTA
Depok;Depok;21000;2 - 3 Hari;18000;4 - 5 Hari;32000;-;YOGYAKARTA
Depok;Limo;21000;2 - 3 Hari;18000;4 - 5 Hari;32000;-;YOGYAKARTA
Depok;PancoranMas;21000;2 - 3 Hari;18000;4 - 5 Hari;32000;-;YOGYAKARTA
Depok;Sawangan;21000;2 - 3 Hari;18000;4 - 5 Hari;32000;-;YOGYAKARTA
Depok;Sukmajaya;21000;2 - 3 Hari;18000;4 - 5 Hari;32000;-;YOGYAKARTA
Karangasem;Abang;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Badung;Abiansemal;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Karangasem;Amlapura;34000;3 - 4 Hari;29000;7 - 8 Hari;-;-;YOGYAKARTA
Bangli;Bangli;34000;3 - 4 Hari;29000;7 - 8 Hari;-;-;YOGYAKARTA
Buleleng;Banjar;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Klungkung;Banjarangkan;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Tabanan;Baturiti;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Karangasem;Bebandem;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Gianyar;Blahbatuh;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Buleleng;Buleleng;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Buleleng;BusungBiu;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Klungkung;Dawan;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Denpasar;Denpasar;22000;2 - 3 Hari;19000;4 - 5 Hari;49000;-;YOGYAKARTA
Denpasar;DenpasarBarat;22000;2 - 3 Hari;19000;4 - 5 Hari;49000;-;YOGYAKARTA
Denpasar;DenpasarSelatan;22000;2 - 3 Hari;19000;4 - 5 Hari;49000;-;YOGYAKARTA
Denpasar;DenpasarTimur;22000;2 - 3 Hari;19000;4 - 5 Hari;49000;-;YOGYAKARTA
Buleleng;Gerokgak;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Gianyar;Gianyar;34000;3 - 4 Hari;29000;7 - 8 Hari;-;-;YOGYAKARTA
Badung;Jimbaran;22000;2 - 3 Hari;19000;4 - 5 Hari;49000;-;YOGYAKARTA
Karangasem;Karangasem;34000;3 - 4 Hari;29000;7 - 8 Hari;-;-;YOGYAKARTA
Tabanan;Kediri;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Tabanan;Kerambitan;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Bangli;Kintamani;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Klungkung;Klungkung;34000;3 - 4 Hari;29000;7 - 8 Hari;-;-;YOGYAKARTA
Karangasem;Kubu;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Buleleng;Kubutambahan;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Badung;Kuta;22000;2 - 3 Hari;19000;4 - 5 Hari;49000;-;YOGYAKARTA
Badung;Legian;22000;2 - 3 Hari;19000;4 - 5 Hari;49000;-;YOGYAKARTA
Karangasem;Manggis;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Tabanan;Marga;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Jembrana;Melaya;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Jembrana;Mendoyo;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Badung;Menguwi;34000;3 - 4 Hari;29000;7 - 8 Hari;-;-;YOGYAKARTA
Jembrana;Negara;34000;3 - 4 Hari;29000;7 - 8 Hari;-;-;YOGYAKARTA
Badung;NgurahRai;22000;2 - 3 Hari;19000;4 - 5 Hari;49000;-;YOGYAKARTA
Badung;NusaDua;22000;2 - 3 Hari;19000;4 - 5 Hari;49000;-;YOGYAKARTA
Klungkung;Nusapenida;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Gianyar;Payangan;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Jembrana;Pekutatan;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Tabanan;Penebel;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Badung;Petang;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Tabanan;Pupuan;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
